date,weighted,close,high,low,open,volume
2014-09-18,442.25339,424.26,462.26,408.77,461.09,3946908.07
2014-09-19,405.022413,397.67,429.17,386.1,424.26,6062707.6
2014-09-20,414.271933,411.53,427.69,387.5,397.67,5919676.64
2014-09-21,405.872101,401.62,415.07,394.52,411.53,4229727.1
2014-09-22,409.319567,404.09,410.75,398.6,401.62,5531782.04
2014-09-23,417.547323,436.86,445.51,394.75,404.09,7490861.6
2014-09-24,431.439649,423.77,439.19,422.1,436.86,9217984.23
2014-09-25,420.000473,412.29,427.55,409.56,423.77,6143388.92
2014-09-26,409.942309,404.46,416.42,399.7,412.29,4966479.77
2014-09-27,405.785152,399.02,407.07,394.69,404.46,3950428.02
2014-09-28,391.280765,379.08,402.27,374.12,399.02,5453338.71
2014-09-29,383.124398,376.77,389.26,372.63,379.08,7924759.6
2014-09-30,385.343976,388.17,395.18,374.73,376.77,6520432.39
2014-10-01,388.745787,382.84,395.13,381.11,388.17,6892843.77
2014-10-02,382.572728,375.14,385.59,371.2,382.84,5471103.72
2014-10-03,373.547433,363.45,378.22,362.81,375.14,6278574.04
2014-10-04,349.485375,335.32,369.88,327.1,363.45,8050734.62
2014-10-05,318.666749,322.86,344.25,294.92,335.32,9512572.11
2014-10-06,331.347408,331.55,347.94,303.05,322.86,13642089.7
2014-10-07,333.932368,331.65,345.51,321.74,331.55,10076018.49
2014-10-08,340.544151,350.87,351.64,325.43,331.65,7413499.73
2014-10-09,365.820402,360.91,384.61,347.57,350.87,13020038.29
2014-10-10,365.881821,361.71,378.13,353.32,360.91,10394856.2
2014-10-11,362.548513,361.22,370.15,350.49,361.71,5049013.74
2014-10-12,363.202508,373.17,374.57,352.25,361.22,4077867.05
2014-10-13,378.999953,387.32,391.22,366.04,373.17,8935310.47
2014-10-14,400.112027,397.1,407.74,385.72,387.32,11549913.84
2014-10-15,394.369774,393.17,397.87,388.23,397.1,8867207.18
2014-10-16,384.860362,379.77,398.84,371.56,393.17,7999668.99
2014-10-17,381.731483,380.48,384.76,372.42,379.77,6324477.58
2014-10-18,387.241424,390.88,395.71,373.58,380.48,3657801.17
2014-10-19,392.169876,387.28,394.49,383.92,390.88,2088508.52
2014-10-20,386.12306,380.39,387.77,378.42,387.28,4075710.38
2014-10-21,387.675937,382.35,388.24,377.42,380.39,3745779.18
2014-10-22,385.976734,378.93,383.69,376.97,382.35,4064736.42
2014-10-23,366.053999,355.78,381.08,353.48,378.93,6999640.64
2014-10-24,358.640213,355.1,360.87,351.41,355.78,7185001.61
2014-10-25,351.049101,346.72,356.57,341.53,355.1,4929757.95
2014-10-26,352.117461,348.67,356.8,344.19,346.72,4076756.1
2014-10-27,356.2147,350.09,356.35,344.93,348.67,3777108.32
2014-10-28,357.571482,351.06,355.72,348.27,350.09,3372185.13
2014-10-29,347.358207,335.12,352.83,334.72,351.06,4259966.32
2014-10-30,342.551307,344.86,350.38,333.44,335.12,5522262.77
2014-10-31,343.768857,337.87,347.97,336.08,344.86,4814121.89
2014-11-01,329.627008,325.43,339,320.74,337.87,4540440.63
2014-11-02,326.037145,322.55,329.76,319.81,325.43,3878749.8
2014-11-03,330.182855,324.24,332.85,321.67,322.55,4435458.55
2014-11-04,327.835307,327.96,328.75,320.11,324.24,4955240.5
2014-11-05,337.298856,338.01,341.98,326.52,327.96,5342189.88
2014-11-06,344.349441,347.67,351.14,335.74,338.01,5388972.33
2014-11-07,347.284301,341.87,351.61,340.18,347.67,5215262.11
2014-11-08,346.210149,343.54,346.29,339.8,341.87,2834855.25
2014-11-09,353.704566,362.04,362.21,341.78,343.54,4466556.5
2014-11-10,367.777655,367.15,374.67,356.6,362.04,8387025.99
2014-11-11,368.433131,365.42,370.99,361.87,367.15,5817809.67
2014-11-12,408.449919,432.03,442.73,365.81,365.42,15737081.16
2014-11-13,434.783641,428.72,480.45,390.88,432.03,25304725.28
2014-11-14,398.839074,396.53,430.18,381.99,428.72,14250930.93
2014-11-15,389.04125,374.86,407.32,367.97,396.53,5185270.16
2014-11-16,383.058545,385.61,390.36,370.54,374.86,5497204.23
2014-11-17,396.470349,384.69,412.33,378.32,385.61,10942934.49
2014-11-18,384.028944,379.16,394.94,371.95,384.69,10404772.69
2014-11-19,382.139884,381.43,389.29,374.26,379.16,7592152.68
2014-11-20,367.75518,357.3,383.03,355.11,381.43,8084810.79
2014-11-21,353.304291,351.77,358.73,343.8,357.3,8291129.59
2014-11-22,357.875246,352.01,364.21,350.51,351.77,4632290.66
2014-11-23,362.874476,365.85,370.59,352.64,352.01,4504560.45
2014-11-24,376.338337,378.85,388.72,361.92,365.85,9244691.04
2014-11-25,384.075883,376.43,395.73,370.64,378.85,17405251.28
2014-11-26,371.823959,365.35,378.27,363.99,376.43,8916241.87
2014-11-27,371.437548,368.83,374.43,364.81,365.35,5144146.32
2014-11-28,374.709454,377.59,383.25,358.37,368.83,16118258.33
2014-11-29,383.258118,376.28,389.3,372.21,377.59,31983637.28
2014-11-30,378.151344,374.93,381.06,372.57,376.28,4269105.57
2014-12-01,380.308448,378.61,383.58,373.02,374.93,7481865.14
2014-12-02,382.206629,380.64,384.87,375.37,378.61,9664274.24
2014-12-03,380.791698,376.96,384.67,373.64,380.64,8950322.28
2014-12-04,375.873524,369.84,380.43,366.24,376.96,9521316.14
2014-12-05,375.188986,377.63,379.7,366.39,369.84,11251853.9
2014-12-06,377.618405,376.26,380.33,372.04,377.63,4181319.51
2014-12-07,378.397857,376.47,377.88,372.46,376.26,3334332.18
2014-12-08,371.163635,364.95,377.36,364.6,376.47,8506201.99
2014-12-09,354.337999,352.19,365.35,343.82,364.95,15529628.16
2014-12-10,351.419294,347.94,354.07,345.09,352.19,9535221.36
2014-12-11,353.627371,347.68,367.13,337.8,347.94,18063629.15
2014-12-12,353.4406,353.4,356.43,346,347.68,9490205.28
2014-12-13,349.865699,348.24,353.1,343.81,353.4,6837218.94
2014-12-14,350.680204,349.35,351.59,344.61,348.24,4328238.86
2014-12-15,349.575742,345.37,351.22,343.56,349.35,7746836.16
2014-12-16,336.904353,330.22,346.45,328.88,345.37,13001054.77
2014-12-17,323.364082,320.02,335.67,314.31,330.22,19834674.23
2014-12-18,312.855141,310.34,325.62,303.4,320.02,18932813.68
2014-12-19,314.519328,317.78,320.24,306.36,310.34,13119110.69
2014-12-20,326.497811,330.35,332.62,316.05,317.78,9768954.91
2014-12-21,326.389968,322.63,332.03,320.13,330.35,6746131.4
2014-12-22,330.696675,330.84,335.26,319.89,322.63,11694687.77
2014-12-23,334.797711,335.25,339.32,328,330.84,8057502.86
2014-12-24,330.452582,322.4,336.28,320.65,335.25,7112691.11
2014-12-25,320.115898,318.99,323.38,316.3,322.4,4926116.3
2014-12-26,326.823461,329.98,332.88,316.36,318.99,7518851.52
2014-12-27,320.837767,315.34,330.7,311.98,329.98,6940336.9
2014-12-28,317.559284,316.53,322.84,310.5,315.34,6482718.73
2014-12-29,317.241712,314.12,321.61,308.28,316.53,6457547.05
2014-12-30,314.481352,311.27,316.18,309.25,314.12,7163083.26
2014-12-31,315.803838,318.24,319.09,308.89,311.27,6472822.84
2015-01-01,317.705499,314.89,321.36,313.54,318.24,4073067.1
2015-01-02,317.331884,315.21,316.4,313.08,314.89,4673971.8
2015-01-03,299.992119,287.13,315.83,284.89,315.21,14209564.7
2015-01-04,273.241019,264.72,289.94,255.87,287.13,24255392.1
2015-01-05,272.676639,274.84,278.32,262.89,264.72,14995382.75
2015-01-06,277.931301,282.27,285.11,271.52,274.84,6097640.43
2015-01-07,287.840396,291.34,296.06,280.74,282.27,8827164
2015-01-08,287.190692,282.69,292.71,278.99,291.34,5796312.29
2015-01-09,284.984624,287.97,290.59,277.28,282.69,5963203.51
2015-01-10,281.659485,273.35,289.25,271.98,287.97,4147357.05
2015-01-11,272.824832,264.77,278.01,263.76,273.35,4122751.52
2015-01-12,271.788724,269.33,273.08,263.3,264.77,6899315.98
2015-01-13,238.183061,221.29,269.1,217.1,269.33,22745960.68
2015-01-14,192.823154,164.92,230.86,157.29,221.29,32911586.21
2015-01-15,205.92937,209.78,231.26,164.55,164.92,25672423.81
2015-01-16,211.94873,206.92,222.63,198.72,209.78,13208882.23
2015-01-17,201.365747,199.65,212.59,191.71,206.92,8685194.65
2015-01-18,208.818735,210.62,220.73,192.51,199.65,8429486.11
2015-01-19,213.576825,215.87,219.48,205.47,210.62,6744459.25
2015-01-20,211.458483,210.55,216.57,203.42,215.87,7926400.72
2015-01-21,217.449466,228.17,229.32,207.11,210.55,9390361.66
2015-01-22,232.903163,232.7,238.78,225.57,228.17,12508308.9
2015-01-23,232.018107,232.17,236.97,224.84,232.7,8855407.23
2015-01-24,241.031745,248.16,248.88,229.58,232.17,8011743.34
2015-01-25,249.252858,252.09,256.43,241.36,248.16,12509649.52
2015-01-26,281.952828,269.18,310.91,251.5,252.09,29806496.64
2015-01-27,261.257318,263.27,276.9,247.26,269.18,13130803.27
2015-01-28,249.023715,236.17,267.66,228.06,263.27,15880595.92
2015-01-29,233.518951,233.99,241.51,220.36,236.17,12723448.2
2015-01-30,234.653052,231.84,244.83,227.19,233.99,11316575.19
2015-01-31,228.80991,218.51,235.36,216.46,231.84,9645307.86
2015-02-01,220.048226,225.29,231.44,209.71,218.51,9058010.18
2015-02-02,229.800618,238.86,242.51,220.53,225.29,8965813.6
2015-02-03,237.80259,227.41,247.48,223.91,238.86,15000263.95
2015-02-04,226.189842,226.58,230.71,220.23,227.41,12495299.13
2015-02-05,222.812894,216.52,229.85,214.35,226.58,9055713.16
2015-02-06,221.43078,222.96,226.16,215.65,216.52,11628519.32
2015-02-07,227.523378,227.68,231,222.38,222.96,9046632.13
2015-02-08,225.99868,223.67,230.23,219.5,227.68,6564922.66
2015-02-09,220.235851,220.34,225,215.66,223.67,20192733.61
2015-02-10,219.131884,219.67,222.19,214.44,220.34,18877297.99
2015-02-11,221.782166,218.83,223.53,217.28,219.67,15909377.35
2015-02-12,221.205425,221.79,223,217.3,218.83,11084499.87
2015-02-13,233.784581,236.17,241.58,220.62,221.79,26243104.7
2015-02-14,248.988137,258.64,261.25,235.38,236.17,33313626.71
2015-02-15,245.173548,233.27,264.57,226.56,258.64,43921119.98
2015-02-16,235.457296,235.83,240.03,228.01,233.27,27187677.11
2015-02-17,240.211616,243.2,247.17,232.03,235.83,27926884.82
2015-02-18,238.936616,235.2,245.51,231.7,243.2,23813015.67
2015-02-19,239.995381,241.92,244.11,234.87,235.2,15852470.09
2015-02-20,244.481031,244.52,247.76,238.83,241.92,20434846.7
2015-02-21,246.100944,244.41,247.32,242.65,244.52,10570761.56
2015-02-22,239.198717,235.73,246.54,232.72,244.41,18107359.63
2015-02-23,237.052197,238.82,240.06,231.33,235.73,14856549.49
2015-02-24,239.549712,238.89,240.25,235.5,238.82,10787951.21
2015-02-25,238.67375,237.33,239.64,234.59,238.89,9092357.66
2015-02-26,237.166253,236.53,238.17,233.5,237.33,12064967.48
2015-02-27,251.969982,253.47,258.72,235.7,236.53,42282820.69
2015-02-28,253.737965,254.06,255.4,248.73,253.47,9999594.97
2015-03-01,252.574969,257.94,260.65,244.77,254.06,12964061.92
2015-03-02,265.899097,273.75,274.8,256.15,257.94,21562624.62
2015-03-03,276.977682,280.65,287.06,266.12,273.75,45650597.34
2015-03-04,278.113388,271.92,284.47,265.91,280.65,38656923.75
2015-03-05,271.742695,275.23,280.84,262.81,271.92,33599454.28
2015-03-06,273.43918,272.56,277.99,269.02,275.23,27014943.36
2015-03-07,275.186814,274.91,278.25,269.41,272.56,16708000.42
2015-03-08,275.844877,274.49,278.78,271.31,274.91,13902830.08
2015-03-09,285.030546,290.02,293.26,273.79,274.49,43259194.28
2015-03-10,294.969579,291.37,300.96,288.12,290.02,46657647.9
2015-03-11,294.355431,295.6,297.66,288.88,291.37,23542829.99
2015-03-12,294.514641,293.85,296.98,290.83,295.6,31607747.19
2015-03-13,290.61054,287.21,294.92,286.08,293.85,28288614.1
2015-03-14,283.886901,281.6,288.4,279.3,287.21,21495879.21
2015-03-15,284.853978,284.88,286.39,280.37,281.6,11238833.94
2015-03-16,291.765611,290.41,294.01,284.77,284.88,19355605.15
2015-03-17,288.793082,285.38,292.46,283.25,290.41,18775700.27
2015-03-18,267.927817,255.92,285.65,248.19,285.38,55391241.42
2015-03-19,257.483496,260.93,264.8,247,255.92,46525086.82
2015-03-20,262.20712,261.78,264.71,257.85,260.93,13853175.66
2015-03-21,259.687304,259.71,263.26,254.02,261.78,13413360.84
2015-03-22,264.52183,268.57,270.42,259,259.71,14980752.09
2015-03-23,267.035042,265.46,271.01,259.38,268.57,21749937.38
2015-03-24,251.73257,246.72,267.02,242.67,265.46,38033136.19
2015-03-25,244.155096,246.37,249.21,234.84,246.72,32092197.46
2015-03-26,250.50092,248.02,254.69,243.52,246.37,22412560.34
2015-03-27,248.446493,247.21,250.05,244.47,248.02,15543779.05
2015-03-28,252.296681,252.02,254.25,246.28,247.21,13890988.51
2015-03-29,244.667801,242.08,252.81,238.93,252.02,18971340.67
2015-03-30,245.671569,246.79,248.83,236.55,242.08,20963830.56
2015-03-31,245.787175,244.15,248.7,241.18,246.79,18515676.34
2015-04-01,244.683622,246.24,247.67,239.57,244.15,16412525.86
2015-04-02,250.149129,252.6,254.85,244.25,246.24,20354036.74
2015-04-03,254.598631,254.48,256.53,251.26,252.6,18264452.59
2015-04-04,254.100055,252.89,255.24,250.31,254.48,7805160.91
2015-04-05,257.297844,259.64,260.26,250.6,252.89,11277271.88
2015-04-06,258.157721,254.97,261.45,252.32,259.64,11857398.41
2015-04-07,254.525189,252.97,255.6,250.15,254.97,11401051.13
2015-04-08,247.462537,244.57,254.26,242.57,252.97,25401433.04
2015-04-09,243.483326,243.32,246.22,237.62,244.57,16846896.21
2015-04-10,236.809539,234.73,244.11,231.3,243.32,23728422.4
2015-04-11,236.979161,236.48,240,233.12,234.73,12319489.65
2015-04-12,236.573578,235.85,237.52,232.27,236.48,7814533.91
2015-04-13,228.079947,223.59,236.75,220.36,235.85,23982950.79
2015-04-14,219.775923,217.99,224.72,214.27,223.59,25315606.19
2015-04-15,221.412635,222.97,223.56,217.15,217.99,17099352.43
2015-04-16,227.532676,227.98,229.53,222.87,222.97,19315044.09
2015-04-17,224.366791,222.59,229.28,220.56,227.98,15015559.02
2015-04-18,223.124404,223.35,224.47,220.57,222.59,8152434.69
2015-04-19,224.948745,223.02,226.94,221.96,223.35,7984589.44
2015-04-20,224.6998,224.24,226.72,221.58,223.02,10082693.46
2015-04-21,229.11573,233.73,235.27,223.29,224.24,15658818.31
2015-04-22,235.678551,233.78,238.4,231.8,233.73,18280060.34
2015-04-23,235.162794,235.4,236.12,232.58,233.78,9982620.64
2015-04-24,232.452322,231.09,236.55,229.06,235.4,16221169.24
2015-04-25,228.750801,226.14,232.29,223.05,231.09,10015666.23
2015-04-26,219.210831,218.7,226.72,214.14,226.14,22088733.35
2015-04-27,224.423093,228.96,242.65,216.6,218.7,27696437.64
2015-04-28,225.801877,225.81,229.87,222.03,228.96,14896418.52
2015-04-29,225.709862,225.42,227.24,222.25,225.81,13743340.35
2015-04-30,233.807194,235.77,240.01,224.68,225.42,26242196.77
2015-05-01,235.76051,233.21,239.42,232.38,235.77,14178420.18
2015-05-02,234.752306,235.34,236.38,231.73,233.21,8703582.59
2015-05-03,240.311225,239.99,243.58,233.8,235.34,13389153.76
2015-05-04,240.166729,238.97,243.2,237.45,239.99,16599243.56
2015-05-05,235.438146,235.82,239.61,231.78,238.97,18333196.41
2015-05-06,232.748219,230.03,237.15,228.24,235.82,24127653.28
2015-05-07,234.108105,237.73,240.25,228.33,230.03,21315971.39
2015-05-08,242.575659,243.74,247.01,235.77,237.73,21226000.84
2015-05-09,243.380302,241.4,247.87,238.52,243.74,15281109.27
2015-05-10,241.670833,239.96,244.82,238.23,241.4,10634289.99
2015-05-11,241.746042,241.81,243.95,238.86,239.96,13819530.94
2015-05-12,242.318784,241.58,243,239.18,241.81,9712214.4
2015-05-13,240.792466,236.38,243.91,234.07,241.58,20329395.15
2015-05-14,237.038769,236.9,239.17,232.36,236.38,16833656.66
2015-05-15,237.514948,237.2,238.83,235.53,236.9,10932777.42
2015-05-16,237.125681,236.23,237.78,234.57,237.2,6415070.12
2015-05-17,236.992878,236.3,237.77,235.35,236.23,6738302.37
2015-05-18,235.525818,232.64,237.1,231.46,236.3,12516261.2
2015-05-19,233.283215,232.02,234.5,231.27,232.64,9550029.29
2015-05-20,233.986211,233.96,235.17,231.47,232.02,11626735.04
2015-05-21,235.577624,235.38,236.65,233.61,233.96,10114419.29
2015-05-22,237.898536,240.37,242,234.56,235.38,17630641.48
2015-05-23,240.352389,238.94,241.73,238.05,240.37,8659651.42
2015-05-24,240.551833,240.98,242.39,237.48,238.94,7278251.72
2015-05-25,238.816988,237.41,241.79,235.81,240.98,6301300.86
2015-05-26,238.488176,237.84,238.99,235.58,237.41,8842430.86
2015-05-27,238.315097,237.29,238.95,235.89,237.84,11445501.96
2015-05-28,238.012434,237.32,238.41,236.23,237.29,8508673.17
2015-05-29,237.422393,237.03,237.89,235.13,237.32,9241377
2015-05-30,233.92666,233.22,237.06,231.59,237.03,9738568.03
2015-05-31,231.723117,229.84,233.99,229.13,233.22,9036624.56
2015-06-01,225.816566,223.14,231.76,220.97,229.84,19658919.58
2015-06-02,224.75307,225.74,227.44,222.25,223.14,13666049.75
2015-06-03,225.926776,225.59,227.86,223.69,225.74,12279838.72
2015-06-04,225.490124,224.22,226.71,223.49,225.59,9934190.66
2015-06-05,225.025422,225.29,226.36,222.15,224.22,12703848.43
2015-06-06,225.874656,224.74,225.76,223.53,225.29,5074897.56
2015-06-07,224.728211,223.47,226.36,222.21,224.74,9097310.34
2015-06-08,226.883557,228.57,229.91,222.99,223.47,16824026.1
2015-06-09,230.091566,229.56,231.36,227.51,228.57,12617632.43
2015-06-10,229.510417,228.79,230.44,227.84,229.56,9556657.69
2015-06-11,230.115373,229.88,230.64,228.54,228.79,8745318.46
2015-06-12,230.872456,230.46,231.58,229.29,229.88,9406856.66
2015-06-13,231.617607,232.48,233.14,229.01,230.46,8803491.08
2015-06-14,234.080688,233.75,235.51,232.09,232.48,7700053.79
2015-06-15,236.452456,237,238.55,233.29,233.75,15006949.33
2015-06-16,244.596809,249.82,254.15,235.7,237,29956654.2
2015-06-17,252.043283,247.38,258.48,245.09,249.82,30652977.32
2015-06-18,248.562501,248.44,251.95,242.46,247.38,19421567.7
2015-06-19,246.928039,244.13,250.81,243.65,248.44,20914718.44
2015-06-20,243.180143,244.98,246.63,238.7,244.13,12470598.74
2015-06-21,244.150878,244.1,246.03,240.94,244.98,6140997.64
2015-06-22,246.137508,247.46,248.6,243.16,244.1,11713076.05
2015-06-23,245.458327,243.76,247.67,242.32,247.46,9432470.15
2015-06-24,242.321546,240.56,244.51,239.05,243.76,11415709.88
2015-06-25,242.596893,242.56,243.65,239.32,240.56,9791297.92
2015-06-26,242.229725,242.95,243.49,240.14,242.56,9112156.6
2015-06-27,247.272285,250.73,251.57,241.83,242.95,13525813.79
2015-06-28,249.564499,248.88,251.59,246.62,250.73,9955671.92
2015-06-29,253.712081,256.97,257.54,247.96,248.88,23504772.6
2015-06-30,262.77343,264.12,268.73,255.37,256.97,30621602.74
2015-07-01,258.711751,257.62,265,254.41,264.12,17316801.19
2015-07-02,256.867457,254.88,261.29,253.09,257.62,11560214.6
2015-07-03,255.223385,255.4,256.71,252.44,254.88,9335969.35
2015-07-04,258.018876,260.55,261.08,253.37,255.4,8502000.62
2015-07-05,266.405789,270.14,274.14,257.61,260.55,12906220.27
2015-07-06,157.240841,269.08,277.48,266.46,270.14,14242625.38
2015-07-07,266.876413,266.21,271.34,263.21,269.08,11104556.73
2015-07-08,268.44548,268.64,273.57,263.18,266.21,12157995.11
2015-07-09,269.879482,269.14,272.31,265.13,268.64,13058350.83
2015-07-10,283.805586,283.62,297.85,266.91,269.14,33254590.34
2015-07-11,292.230437,291.97,298.76,282.28,283.62,13584989.4
2015-07-12,305.429847,310.44,315.88,291.26,291.97,36866127.76
2015-07-13,291.062392,290.35,310.88,276.85,310.44,42741263.66
2015-07-14,290.928646,286.96,296.96,285.17,290.35,17635928.71
2015-07-15,289.938867,283.42,292.92,283.17,286.96,17274148.89
2015-07-16,281.522565,276.59,290.84,273.28,283.42,34155564.7
2015-07-17,277.15606,279.62,280.76,271.17,276.59,17217352.98
2015-07-18,277.537512,274.05,282.53,243.24,279.62,15358107.19
2015-07-19,275.558088,273.18,277.07,271.85,274.05,8322466
2015-07-20,276.857435,277.68,278.85,271.82,273.18,12900609.61
2015-07-21,278.626993,275.09,281.05,274.19,277.68,13667891.12
2015-07-22,276.306325,276.46,277.39,273.12,275.09,11596311.21
2015-07-23,276.788662,275.52,277.85,274.47,276.46,9870635.2
2015-07-24,283.68982,288.37,289.81,274.26,275.52,21095041.66
2015-07-25,288.724342,288.74,291.24,284.67,288.37,12024889.58
2015-07-26,291.626034,291.77,293.28,286.77,288.74,9038050.71
2015-07-27,292.040687,293.01,295.79,285.4,291.77,20358325.65
2015-07-28,294.837301,293.7,296.68,291.67,293.01,14466428.05
2015-07-29,290.845826,288.37,294.72,286.89,293.7,14738216.66
2015-07-30,287.742,287.02,289.89,284.91,288.37,12888680.67
2015-07-31,284.870934,283.73,288.69,280.77,287.02,14019071.24
2015-08-01,280.744582,280.47,284.53,276.3,283.73,11068826.78
2015-08-02,279.732532,281.36,282.5,275.93,280.47,9978638.45
2015-08-03,283.396913,281.58,285,278.94,281.36,13006246.28
2015-08-04,283.939777,284.3,285.66,279.58,281.58,12732203.17
2015-08-05,283.517813,281.72,285.45,280.53,284.3,10854754.48
2015-08-06,280.172655,278,281.98,276.46,281.72,9319083.23
2015-08-07,278.420805,277.89,279.6,274.28,278,11919665.19
2015-08-08,270.259589,258.6,278.92,257.42,277.89,22308123.7
2015-08-09,263.674945,263.87,266.75,258.56,258.6,15154749.09
2015-08-10,265.054648,263.3,266.63,260.52,263.87,12873441.85
2015-08-11,266.383569,269.03,269.9,261.44,263.3,13681939.6
2015-08-12,268.495978,267.66,271.5,263.66,269.03,15232934.05
2015-08-13,264.880026,263.44,268.39,261.28,267.66,14962211.79
2015-08-14,265.615985,265.03,267.22,260.21,263.44,13899139.99
2015-08-15,264.825576,260.52,266.55,259.38,265.03,10303301.22
2015-08-16,258.997034,257.12,261.92,254.57,260.52,17880398.95
2015-08-17,258.506468,257.13,259.93,252.87,257.12,12378054.89
2015-08-18,252.860191,246.72,257.53,245.74,257.13,23896056.77
2015-08-19,225.832317,226,247.95,214.29,246.72,55514712.14
2015-08-20,233.290384,234.66,238.03,225.54,226,21225055.42
2015-08-21,233.927922,232.4,236.3,230.48,234.66,13485729.48
2015-08-22,228.782539,229.54,235.07,221.04,232.4,16976922.67
2015-08-23,229.400087,226.75,232.7,224.27,229.54,11204081.47
2015-08-24,218.655968,211.43,228.43,207.82,226.75,43008579.43
2015-08-25,213.066575,220.51,226.55,196.26,211.43,40651749.53
2015-08-26,226.114943,224.97,230.69,218.79,220.51,20986286.41
2015-08-27,226.257308,222.73,228.44,222,224.97,13631111.36
2015-08-28,228.890645,231.64,234.81,219.6,222.73,20751420.42
2015-08-29,230.273955,228.5,233.09,226.35,231.64,10072201.21
2015-08-30,229.051625,228.4,232.32,225.44,228.5,9118089.39
2015-08-31,229.730166,229.47,231.79,224.2,228.4,12521966.49
2015-09-01,228.515455,227.18,231.45,225.76,229.47,15206241.05
2015-09-02,228.768983,228.63,230.59,225.57,227.18,13443780.85
2015-09-03,227.836808,226.2,229.62,225.36,228.63,12337406.44
2015-09-04,229.495481,230.25,231.06,225.75,226.2,14174313.31
2015-09-05,233.082344,233.67,235.61,228.29,230.25,11253257.52
2015-09-06,240.52151,239.86,243.64,234.74,233.67,15939620.21
2015-09-07,240.342591,239.58,242.66,237.49,239.86,13744695.27
2015-09-08,243.673931,243.24,246.38,239.23,239.58,18605471.98
2015-09-09,240.186606,237.41,244.34,236.49,243.24,16636258.68
2015-09-10,238.656596,238.08,240.63,234.31,237.41,14447606.84
2015-09-11,240.146107,239.9,241.02,237.38,238.08,10992443.1
2015-09-12,237.748489,235.6,240.32,233.32,239.9,10407178.6
2015-09-13,232.254568,230.19,236.16,228.28,235.6,11983360.26
2015-09-14,230.302966,229.91,232.64,225.96,230.19,14070910.12
2015-09-15,230.742855,229.53,242.83,228.03,229.91,11425472.46
2015-09-16,228.588317,228.6,230.89,225.05,229.53,11866728.14
2015-09-17,231.461745,232.72,235.17,227.95,228.6,12975914.38
2015-09-18,233.18031,232.21,234.69,230.58,232.72,12397851.98
2015-09-19,232.199262,231.11,233.35,230.21,232.21,8004103.62
2015-09-20,231.55848,231.09,232.67,229.93,231.11,7676869.88
2015-09-21,227.98312,226.33,231.63,225,231.09,12180039.21
